cooler_height,case_cooler_clearance,cooler_fan_size,cooler_fan_quantity,radiator_size,case_form_factor,height_difference,label
158.0,150.0,,,,Mini ITX Tower,-8.0,0
137.0,170.0,,,,ATX Mid Tower,33.0,1
86.0,165.0,,,,Micro ATX Mini Tower,79.0,1
107.0,75.0,120.0,3,360.0,Micro ATX Mini Tower,-32.0,0
170.0,165.0,,,,Micro ATX Mini Tower,-5.0,0
157.0,155.0,,,,ATX Mid Tower,-2.0,0
155.0,170.0,120.0,1,,ATX Mid Tower,15.0,1
60.0,155.0,120.0,2,360.0,ATX Mid Tower,95.0,1
165.0,155.0,,,,ATX Mid Tower,-10.0,0
162.0,55.0,,,,Mini ITX Tower,-107.0,0
158.0,65.0,,,,Mini ITX Tower,-93.0,0
163.0,156.0,,,,ATX Mid Tower,-7.0,0
160.0,151.0,,,,Micro ATX Mini Tower,-9.0,0
165.0,158.0,,,,Micro ATX Mini Tower,-7.0,0
110.0,68.0,,,,Mini ITX Tower,-42.0,0
186.0,168.0,120.0,3,360.0,Micro ATX Mini Tower,-18.0,0
159.0,130.0,,,,Mini ITX Tower,-29.0,0
159.0,154.0,,,,Micro ATX Mid Tower,-5.0,0
168.0,167.0,120.0,,,ATX Full Tower,-1.0,0
186.0,165.0,120.0,3,360.0,Micro ATX Mini Tower,-21.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
163.0,77.0,,,,HTPC,-86.0,0
125.0,95.0,,,,ATX Mid Tower,-30.0,0
160.0,165.0,,,,ATX Mid Tower,5.0,1
161.0,185.0,,,,ATX Mid Tower,24.0,1
159.0,185.0,,,,ATX Full Tower,26.0,1
166.0,164.0,,,,Micro ATX Desktop,-2.0,0
151.0,82.0,120.0,2,,Micro ATX Mini Tower,-69.0,0
154.0,164.0,120.0,2,,ATX Mid Tower,10.0,1
145.0,85.0,,,,Mini ITX Tower,-60.0,0
161.0,173.0,120.0,3,360.0,ATX Mid Tower,12.0,1
153.0,150.0,,,,Mini ITX Tower,-3.0,0
47.0,210.0,,,120.0,Micro ATX Mini Tower,163.0,1
163.0,167.0,,,,ATX Mid Tower,4.0,1
397.0,170.0,120.0,3,360.0,ATX Mid Tower,-227.0,0
154.0,210.0,,,,Micro ATX Mini Tower,56.0,1
136.0,50.0,,,,Mini ITX Tower,-86.0,0
65.0,57.0,280.0,1,280.0,Mini ITX Tower,-8.0,0
89.9,70.0,120.0,3,360.0,HTPC,-19.9,0
138.0,175.0,,,,ATX Mid Tower,37.0,1
113.0,160.0,,,,EATX Mid Tower,47.0,1
90.0,67.0,,,360.0,Mini ITX Tower,-23.0,0
150.0,48.0,,,,Mini ITX Tower,-102.0,0
155.0,138.0,,,,HTPC,-17.0,0
161.0,160.0,,,,Micro ATX Mini Tower,-1.0,0
63.0,58.0,,,,HTPC,-5.0,0
167.0,190.0,,,,EATX Full Tower,23.0,1
160.0,68.0,,,,Mini ITX Tower,-92.0,0
157.0,68.0,,,,Mini ITX Tower,-89.0,0
160.0,70.0,120.0,2,,Mini ITX Tower,-90.0,0
138.0,165.0,,,,EATX Mid Tower,27.0,1
125.0,175.0,120.0,2,240.0,ATX Mid Tower,50.0,1
165.0,135.0,,,,Micro ATX Mid Tower,-30.0,0
159.0,61.0,,,,Mini ITX Tower,-98.0,0
155.0,138.0,,,,HTPC,-17.0,0
68.0,190.0,,,240.0,ATX Mid Tower,122.0,1
169.0,160.0,,,,ATX Mid Tower,-9.0,0
166.0,163.5,,,,Micro ATX Mid Tower,-2.5,0
158.0,61.0,,,,Mini ITX Tower,-97.0,0
157.0,70.0,,,,Mini ITX Tower,-87.0,0
159.0,167.0,,,,ATX Mid Tower,8.0,1
162.0,180.0,,,,ATX Mid Tower,18.0,1
154.0,165.0,,,,ATX Mid Tower,11.0,1
26.0,165.0,,,,ATX Mid Tower,139.0,1
158.0,185.0,,,,ATX Full Tower,27.0,1
158.0,170.0,,,,Micro ATX Mini Tower,12.0,1
136.0,77.0,,,,Mini ITX Tower,-59.0,0
167.0,155.0,,,,Micro ATX Mid Tower,-12.0,0
169.0,160.0,,,,ATX Mid Tower,-9.0,0
68.0,180.0,,,,ATX Mid Tower,112.0,1
166.0,161.0,,,,ATX Mid Tower,-5.0,0
154.0,75.0,,,,Micro ATX Mini Tower,-79.0,0
169.0,165.0,,,,Micro ATX Mini Tower,-4.0,0
163.0,160.0,,,,ATX Mid Tower,-3.0,0
76.0,67.0,,,,Mini ITX Tower,-9.0,0
160.0,57.0,,,,Micro ATX Desktop,-103.0,0
60.0,167.0,,,,ATX Mid Tower,107.0,1
155.0,160.0,,,,ATX Mid Tower,5.0,1
152.0,82.0,,,,Micro ATX Mid Tower,-70.0,0
154.0,45.0,,,,Mini ITX Tower,-109.0,0
52.0,168.0,120.0,1,120.0,Micro ATX Mini Tower,116.0,1
130.0,190.0,,,,EATX Full Tower,60.0,1
158.0,70.0,,,,Micro ATX Desktop,-88.0,0
47.0,166.0,,,360.0,ATX Mid Tower,119.0,1
158.0,47.0,,,,Micro ATX Desktop,-111.0,0
162.0,160.0,,,,ATX Mid Tower,-2.0,0
153.0,150.0,,,,Micro ATX Mid Tower,-3.0,0
160.0,65.0,,,,HTPC,-95.0,0
66.1,170.0,120.0,1,,ATX Mid Tower,103.9,1
78.0,171.0,,,360.0,ATX Mid Tower,93.0,1
167.0,165.0,,,,ATX Mid Tower,-2.0,0
154.0,38.0,,,,Mini ITX Tower,-116.0,0
161.0,50.0,,,,Mini ITX Tower,-111.0,0
142.0,160.0,,,,Micro ATX Mini Tower,18.0,1
153.0,138.0,,,,HTPC,-15.0,0
159.0,145.0,,,,ATX Mid Tower,-14.0,0
160.0,77.0,,,,Mini ITX Tower,-83.0,0
73.0,158.75,120.0,3,360.0,ATX Mid Tower,85.75,1
137.0,180.0,,,,ATX Mid Tower,43.0,1
154.0,75.0,,,,Micro ATX Mini Tower,-79.0,0
60.0,180.0,,,,ATX Mid Tower,120.0,1
154.0,81.0,,,,Micro ATX Slim Tower,-73.0,0
159.0,155.0,120.0,,,ATX Mid Tower,-4.0,0
55.0,165.0,,,,Micro ATX Mini Tower,110.0,1
160.0,61.0,,,,Mini ITX Tower,-99.0,0
153.0,165.0,,,,ATX Mid Tower,12.0,1
155.0,154.0,,,,Micro ATX Mid Tower,-1.0,0
136.0,82.0,,,,Micro ATX Desktop,-54.0,0
78.0,70.0,120.0,3,360.0,HTPC,-8.0,0
158.0,170.0,,,,ATX Mid Tower,12.0,1
153.0,150.0,,,,Micro ATX Mid Tower,-3.0,0
148.0,61.0,,,,Mini ITX Tower,-87.0,0
159.0,140.0,,,,Mini ITX Tower,-19.0,0
136.0,77.0,,,,Mini ITX Tower,-59.0,0
65.0,160.0,240.0,1,240.0,ATX Mid Tower,95.0,1
135.0,67.0,,,,Mini ITX Tower,-68.0,0
150.0,138.0,,,,HTPC,-12.0,0
161.0,77.0,,,,Mini ITX Tower,-84.0,0
66.0,160.0,120.0,2,240.0,ATX Mid Tower,94.0,1
154.0,67.0,,,,Mini ITX Tower,-87.0,0
68.0,173.0,140.0,2,280.0,ATX Mid Tower,105.0,1
157.0,61.0,120.0,2,,Mini ITX Tower,-96.0,0
154.0,85.0,,,,Mini ITX Tower,-69.0,0
155.0,155.0,,,,ATX Mid Tower,0.0,1
47.0,185.0,,,120.0,ATX Full Tower,138.0,1
155.0,70.0,,,,Mini ITX Tower,-85.0,0
136.0,48.0,,,,Mini ITX Tower,-88.0,0
154.0,185.0,,,,ATX Mid Tower,31.0,1
160.0,82.0,,,,Micro ATX Desktop,-78.0,0
91.0,166.0,120.0,3,360.0,ATX Mid Tower,75.0,1
51.0,184.0,,,360.0,ATX Mid Tower,133.0,1
157.0,160.0,,,,ATX Mid Tower,3.0,1
139.0,67.0,,,,Mini ITX Tower,-72.0,0
160.0,180.0,,,,Micro ATX Mini Tower,20.0,1
56.0,173.0,120.0,3,360.0,ATX Mid Tower,117.0,1
91.0,160.0,120.0,3,360.0,ATX Mid Tower,69.0,1
158.0,138.0,140.0,2,,HTPC,-20.0,0
155.0,75.0,120.0,,,Micro ATX Mini Tower,-80.0,0
161.0,160.0,,,,ATX Mid Tower,-1.0,0
53.0,170.0,,,,ATX Mid Tower,117.0,1
139.0,70.0,,,,HTPC,-69.0,0
158.0,145.0,,,,ATX Mid Tower,-13.0,0
165.0,160.0,120.0,2,,Micro ATX Mini Tower,-5.0,0
158.0,150.0,140.0,2,,ATX Mid Tower,-8.0,0
158.0,163.0,,,,ATX Mid Tower,5.0,1
54.0,168.0,,,240.0,ATX Mid Tower,114.0,1
150.0,77.0,,,,Mini ITX Tower,-73.0,0
160.0,83.0,,,,Mini ITX Tower,-77.0,0
154.0,135.0,,,,Micro ATX Mid Tower,-19.0,0
45.0,163.0,120.0,2,240.0,ATX Mid Tower,118.0,1
65.0,170.0,,,360.0,ATX Mid Tower,105.0,1
67.0,175.0,,,,ATX Mid Tower,108.0,1
46.0,210.0,120.0,3,360.0,Micro ATX Mini Tower,164.0,1
154.0,210.0,120.0,2,,Mini ITX Tower,56.0,1
62.0,170.0,120.0,3,360.0,ATX Mid Tower,108.0,1
172.0,170.0,,,,ATX Mid Tower,-2.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
166.0,164.0,,,,Micro ATX Desktop,-2.0,0
66.0,172.0,,,360.0,ATX Mid Tower,106.0,1
160.0,155.0,,,,Micro ATX Mini Tower,-5.0,0
159.0,146.0,,,,ATX Mid Tower,-13.0,0
37.0,279.0,,,,ATX Mid Tower,242.0,1
158.0,170.0,140.0,2,,ATX Mid Tower,12.0,1
164.0,83.0,,,,Mini ITX Tower,-81.0,0
157.0,140.0,,,,Mini ITX Tower,-17.0,0
167.0,165.0,,,,ATX Mid Tower,-2.0,0
152.0,185.0,,,,ATX Mid Tower,33.0,1
152.0,48.0,,,,Mini ITX Tower,-104.0,0
107.0,68.0,120.0,3,360.0,Mini ITX Tower,-39.0,0
65.0,170.0,240.0,1,240.0,ATX Mid Tower,105.0,1
125.0,67.0,,,240.0,Mini ITX Tower,-58.0,0
158.0,150.0,,,,Micro ATX Mid Tower,-8.0,0
65.0,165.0,,,,Micro ATX Mini Tower,100.0,1
168.0,170.0,,,,ATX Mid Tower,2.0,1
167.0,150.0,,,,Micro ATX Mid Tower,-17.0,0
67.0,167.0,,,360.0,ATX Full Tower,100.0,1
163.0,156.0,,,,ATX Mid Tower,-7.0,0
63.0,185.0,,,,ATX Mid Tower,122.0,1
125.0,70.0,,,,HTPC,-55.0,0
125.0,185.0,,,,ATX Mid Tower,60.0,1
164.0,180.0,,,,ATX Mid Tower,16.0,1
155.0,68.0,,,,Mini ITX Tower,-87.0,0
86.4,190.0,120.0,3,360.0,ATX Full Tower,103.6,1
62.0,165.0,,,360.0,ATX Mid Tower,103.0,1
166.0,165.0,,,,ATX Mid Tower,-1.0,0
68.0,61.0,,,240.0,Mini ITX Tower,-7.0,0
158.0,175.0,,,,ATX Mid Tower,17.0,1
161.0,155.0,120.0,3,360.0,ATX Mid Tower,-6.0,0
113.0,166.0,,,,ATX Mid Tower,53.0,1
116.0,160.0,120.0,3,360.0,ATX Mid Tower,44.0,1
168.0,160.0,120.0,,,ATX Mid Tower,-8.0,0
130.0,88.2,,,,ATX Mid Tower,-41.8,0
158.0,85.0,,,,Mini ITX Tower,-73.0,0
70.0,171.0,,,,ATX Mid Tower,101.0,1
160.0,155.0,,,,Micro ATX Mini Tower,-5.0,0
159.0,67.0,,,,Mini ITX Tower,-92.0,0
88.0,165.0,,,,ATX Mid Tower,77.0,1
157.0,155.0,,,,Mini ITX Tower,-2.0,0
156.0,160.0,,,,ATX Mid Tower,4.0,1
150.0,146.0,,,,ATX Mid Tower,-4.0,0
154.0,163.0,,,,ATX Mid Tower,9.0,1
154.0,150.0,,,,Micro ATX Mini Tower,-4.0,0
136.0,166.0,,,,ATX Mid Tower,30.0,1
161.0,160.0,,,,ATX Mid Tower,-1.0,0
153.0,61.0,,,,Mini ITX Tower,-92.0,0
165.0,160.0,,,,ATX Mid Tower,-5.0,0
93.0,70.0,,,,Mini ITX Tower,-23.0,0
154.0,167.0,,,,ATX Mid Tower,13.0,1
160.0,145.0,,,,ATX Mid Tower,-15.0,0
157.0,88.2,,,,ATX Mid Tower,-68.8,0
136.0,70.0,,,,Mini ITX Tower,-66.0,0
162.0,48.0,,,,Mini ITX Tower,-114.0,0
157.0,83.0,120.0,2,,Mini ITX Tower,-74.0,0
88.0,185.0,,,,ATX Mid Tower,97.0,1
165.0,195.0,,,,ATX Full Tower,30.0,1
123.0,70.0,,,,Mini ITX Tower,-53.0,0
155.0,185.0,120.0,1,,ATX Mid Tower,30.0,1
171.0,165.0,,,,ATX Mid Tower,-6.0,0
136.0,120.0,,,,Mini ITX Tower,-16.0,0
154.0,70.0,,,,HTPC,-84.0,0
162.0,160.0,,,,ATX Full Tower,-2.0,0
48.0,170.0,,,120.0,ATX Mid Tower,122.0,1
51.0,193.0,,,240.0,ATX Full Tower,142.0,1
162.0,138.0,135.0,2,,HTPC,-24.0,0
157.0,160.0,,,,Micro ATX Mid Tower,3.0,1
158.0,170.0,,,,ATX Mid Tower,12.0,1
75.0,156.0,,,,ATX Mid Tower,81.0,1
158.0,140.0,,,,Mini ITX Tower,-18.0,0
161.0,160.0,,,,Micro ATX Mini Tower,-1.0,0
166.0,183.0,,,,ATX Mid Tower,17.0,1
155.0,120.0,120.0,,,Mini ITX Tower,-35.0,0
37.0,205.0,,,,ATX Full Tower,168.0,1
136.0,120.0,,,,Mini ITX Tower,-16.0,0
137.0,120.0,,,,Mini ITX Tower,-17.0,0
148.0,45.0,,,,Mini ITX Tower,-103.0,0
155.0,138.0,,,,HTPC,-17.0,0
51.0,170.0,,,420.0,ATX Mid Tower,119.0,1
165.0,75.0,,,,Micro ATX Mini Tower,-90.0,0
136.0,165.0,,,,ATX Mid Tower,29.0,1
152.0,167.0,,,,ATX Mid Tower,15.0,1
155.0,175.0,120.0,2,,ATX Mid Tower,20.0,1
146.0,135.0,,,,Micro ATX Mid Tower,-11.0,0
170.0,165.0,,,,ATX Mid Tower,-5.0,0
120.0,55.0,,,,Mini ITX Tower,-65.0,0
148.0,185.0,,,,ATX Mid Tower,37.0,1
130.0,135.0,,,,Micro ATX Mid Tower,5.0,1
397.0,190.0,120.0,3,360.0,ATX Mid Tower,-207.0,0
157.0,180.0,,,,ATX Mid Tower,23.0,1
150.0,150.0,,,,Micro ATX Mini Tower,0.0,1
166.0,157.0,,,,Micro ATX Mini Tower,-9.0,0
52.0,175.0,,,120.0,ATX Mid Tower,123.0,1
60.0,160.0,,,,ATX Mid Tower,100.0,1
145.0,175.0,,,,ATX Mid Tower,30.0,1
60.0,156.0,,,,ATX Mid Tower,96.0,1
130.0,164.0,,,,Micro ATX Mini Tower,34.0,1
65.0,175.0,360.0,1,360.0,ATX Mid Tower,110.0,1
162.0,81.0,,,,Micro ATX Slim Tower,-81.0,0
158.0,151.0,,,,Micro ATX Mini Tower,-7.0,0
53.0,165.0,,,360.0,Micro ATX Mini Tower,112.0,1
161.0,70.0,,,,HTPC,-91.0,0
164.0,171.0,,,,ATX Mid Tower,7.0,1
154.0,83.0,,,,Mini ITX Tower,-71.0,0
152.0,70.0,,,,Mini ITX Tower,-82.0,0
65.0,168.0,,,,Micro ATX Mini Tower,103.0,1
155.0,165.0,,,,ATX Mid Tower,10.0,1
168.0,58.0,,,,HTPC,-110.0,0
37.0,170.0,,,,ATX Mid Tower,133.0,1
67.0,170.0,,,240.0,ATX Mid Tower,103.0,1
165.0,160.0,,,,ATX Mid Tower,-5.0,0
156.0,195.0,,,,ATX Full Tower,39.0,1
70.0,157.0,,,,ATX Mid Tower,87.0,1
67.0,55.0,,,,Mini ITX Tower,-12.0,0
68.0,165.0,,,,ATX Mid Tower,97.0,1
125.0,88.2,120.0,,,ATX Mid Tower,-36.8,0
165.0,38.0,,,,Mini ITX Tower,-127.0,0
158.0,170.0,,,,ATX Mid Tower,12.0,1
155.0,70.0,,,,Mini ITX Tower,-85.0,0
125.0,159.0,120.0,3,360.0,ATX Mid Tower,34.0,1
155.0,88.2,,,,ATX Mid Tower,-66.8,0
71.0,170.0,,,,ATX Mid Tower,99.0,1
165.0,67.0,120.0,2,,Mini ITX Tower,-98.0,0
166.0,68.0,,,,Mini ITX Tower,-98.0,0
80.0,170.0,120.0,1,120.0,ATX Mid Tower,90.0,1
53.0,180.0,120.0,2,240.0,ATX Mid Tower,127.0,1
151.0,75.0,,,,Micro ATX Mini Tower,-76.0,0
154.0,170.0,120.0,2,,ATX Mid Tower,16.0,1
123.0,279.0,,,,ATX Mid Tower,156.0,1
152.0,165.0,,,,ATX Mid Tower,13.0,1
60.0,170.0,,,360.0,ATX Mid Tower,110.0,1
155.0,150.0,,,,ATX Mid Tower,-5.0,0
30.0,120.0,,,,Mini ITX Tower,90.0,1
37.0,65.0,,,,Micro ATX Mini Tower,28.0,1
160.0,70.0,,,,Mini ITX Tower,-90.0,0
152.0,77.0,,,,Mini ITX Tower,-75.0,0
165.0,185.0,,,,ATX Mid Tower,20.0,1
159.0,172.0,,,,ATX Mid Tower,13.0,1
139.0,70.0,,,,HTPC,-69.0,0
162.0,155.0,,,,ATX Mid Tower,-7.0,0
135.0,160.0,,,,ATX Mid Tower,25.0,1
52.0,190.0,,,240.0,ATX Mid Tower,138.0,1
170.0,161.0,,,,Micro ATX Mid Tower,-9.0,0
158.0,70.0,,,,Mini ITX Tower,-88.0,0
130.0,154.0,,,,Micro ATX Mid Tower,24.0,1
52.0,50.0,,,240.0,Mini ITX Tower,-2.0,0
69.0,160.0,,,360.0,ATX Mid Tower,91.0,1
52.0,172.0,,,360.0,Mini ITX Tower,120.0,1
153.0,185.0,,,,ATX Full Tower,32.0,1
160.0,140.0,120.0,2,,Mini ITX Tower,-20.0,0
68.0,163.5,,,240.0,Micro ATX Mid Tower,95.5,1
161.0,150.0,120.0,2,,Micro ATX Mini Tower,-11.0,0
156.0,55.0,,,,Mini ITX Tower,-101.0,0
137.0,162.0,,,,ATX Mid Tower,25.0,1
159.0,160.0,,,,ATX Mid Tower,1.0,1
47.0,180.0,,,240.0,ATX Mid Tower,133.0,1
155.0,48.0,,,,Mini ITX Tower,-107.0,0
154.0,70.0,,,,HTPC,-84.0,0
158.0,154.0,,,,Micro ATX Mid Tower,-4.0,0
47.0,177.0,,,360.0,ATX Full Tower,130.0,1
168.0,175.0,,,,ATX Mid Tower,7.0,1
160.0,55.0,,,,Mini ITX Tower,-105.0,0
167.0,85.0,,,,Mini ITX Tower,-82.0,0
125.0,68.0,,,360.0,Mini ITX Tower,-57.0,0
166.0,45.0,,,,Mini ITX Tower,-121.0,0
59.0,155.0,,,360.0,ATX Mid Tower,96.0,1
160.0,180.0,,,,ATX Mid Tower,20.0,1
62.0,140.0,,,240.0,Mini ITX Tower,78.0,1
159.0,156.0,,,,Micro ATX Mini Tower,-3.0,0
148.0,180.0,120.0,,,ATX Mid Tower,32.0,1
166.0,165.0,,,,Micro ATX Mid Tower,-1.0,0
156.0,135.0,,,,Micro ATX Mid Tower,-21.0,0
154.0,150.0,,,,ATX Mid Tower,-4.0,0
163.0,148.0,,,,Micro ATX Mini Tower,-15.0,0
30.4,159.0,120.0,2,240.0,Micro ATX Mini Tower,128.6,1
165.0,163.0,,,,ATX Mid Tower,-2.0,0
116.0,190.0,120.0,2,240.0,ATX Full Tower,74.0,1
150.0,48.0,,,,Mini ITX Tower,-102.0,0
126.0,185.0,,,,ATX Mid Tower,59.0,1
89.9,185.0,120.0,3,360.0,ATX Mid Tower,95.1,1
154.0,160.0,120.0,2,,ATX Mid Tower,6.0,1
155.0,190.0,,,,ATX Full Tower,35.0,1
165.0,210.0,,,,Micro ATX Mini Tower,45.0,1
159.0,47.0,,,,Micro ATX Desktop,-112.0,0
158.0,67.0,,,,Mini ITX Tower,-91.0,0
52.0,165.0,,,240.0,ATX Mid Tower,113.0,1
66.0,70.0,,,,Mini ITX Tower,4.0,1
153.0,70.0,,,,HTPC,-83.0,0
77.0,48.0,,,,Mini ITX Tower,-29.0,0
62.0,185.0,,,240.0,ATX Mid Tower,123.0,1
57.0,163.0,,,,ATX Mid Tower,106.0,1
159.0,150.0,,,,ATX Mid Tower,-9.0,0
77.0,165.0,,,,ATX Mid Tower,88.0,1
68.4,182.0,120.0,3,360.0,ATX Mid Tower,113.6,1
47.0,170.0,,,240.0,Micro ATX Mid Tower,123.0,1
162.0,155.0,,,,Micro ATX Mini Tower,-7.0,0
150.0,114.0,,,,Mini ITX Tower,-36.0,0
155.0,175.0,,,,ATX Mid Tower,20.0,1
154.0,145.0,,,,ATX Mid Tower,-9.0,0
52.0,160.0,120.0,2,240.0,ATX Mid Tower,108.0,1
152.0,160.0,,,,Micro ATX Mini Tower,8.0,1
116.0,83.0,140.0,2,280.0,Mini ITX Tower,-33.0,0
30.4,160.0,120.0,3,360.0,ATX Mid Tower,129.6,1
162.0,160.0,,,,ATX Mid Tower,-2.0,0
69.0,156.0,120.0,2,240.0,Micro ATX Mini Tower,87.0,1
165.0,164.0,,,,Micro ATX Mini Tower,-1.0,0
148.0,65.0,,,,Mini ITX Tower,-83.0,0
65.0,170.0,,,,ATX Mid Tower,105.0,1
169.0,160.0,,,,ATX Mid Tower,-9.0,0
63.0,180.0,,,,ATX Mid Tower,117.0,1
161.0,158.0,,,,Micro ATX Desktop,-3.0,0
72.0,175.0,120.0,3,360.0,ATX Mid Tower,103.0,1
157.0,190.0,,,,ATX Full Tower,33.0,1
159.0,70.0,120.0,1,,Mini ITX Tower,-89.0,0
156.0,160.0,,,,Micro ATX Mini Tower,4.0,1
158.0,164.0,,,,Micro ATX Desktop,6.0,1
155.0,165.0,,,,ATX Mid Tower,10.0,1
63.0,48.0,,,240.0,Mini ITX Tower,-15.0,0
137.0,160.0,,,,ATX Mid Tower,23.0,1
158.0,157.0,,,,ATX Mid Tower,-1.0,0
156.0,70.0,,,,Mini ITX Tower,-86.0,0
47.0,170.0,,,360.0,ATX Mid Tower,123.0,1
155.0,90.0,120.0,,,Micro ATX Desktop,-65.0,0
166.0,165.0,120.0,,,ATX Mid Tower,-1.0,0
136.0,180.0,,,,ATX Mid Tower,44.0,1
157.0,57.0,,,,Micro ATX Desktop,-100.0,0
130.0,138.0,,,,HTPC,8.0,1
48.0,180.0,,,,ATX Mid Tower,132.0,1
156.0,70.0,,,,Mini ITX Tower,-86.0,0
136.0,70.0,,,,Micro ATX Desktop,-66.0,0
160.0,187.0,,,,Micro ATX Mid Tower,27.0,1
110.0,61.0,,,,Mini ITX Tower,-49.0,0
162.0,190.0,,,,ATX Mid Tower,28.0,1
160.0,138.0,,,,HTPC,-22.0,0
51.0,50.0,90.0,1,,Mini ITX Tower,-1.0,0
157.0,151.0,,,,Micro ATX Mini Tower,-6.0,0
135.0,57.0,,,,Mini ITX Tower,-78.0,0
56.0,175.0,,,120.0,ATX Mid Tower,119.0,1
163.0,162.0,120.0,,,ATX Mid Tower,-1.0,0
160.0,160.0,,,,ATX Mid Tower,0.0,1
169.0,160.0,,,,ATX Mid Tower,-9.0,0
155.0,82.0,,,,Micro ATX Desktop,-73.0,0
165.0,159.0,,,,Micro ATX Mid Tower,-6.0,0
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
168.0,160.0,120.0,,,ATX Mid Tower,-8.0,0
69.0,165.0,140.0,3,420.0,Micro ATX Mid Tower,96.0,1
78.0,70.0,,,360.0,Mini ITX Tower,-8.0,0
161.0,160.0,120.0,2,,ATX Mid Tower,-1.0,0
58.0,180.0,,,240.0,ATX Mid Tower,122.0,1
62.0,150.0,,,360.0,ATX Mid Tower,88.0,1
154.0,165.0,,,,ATX Mid Tower,11.0,1
71.0,167.0,,,,Micro ATX Mid Tower,96.0,1
165.0,167.0,,,,ATX Mid Tower,2.0,1
154.0,67.0,,,,Mini ITX Tower,-87.0,0
160.0,170.0,,,,ATX Mid Tower,10.0,1
60.0,155.0,140.0,2,280.0,Micro ATX Mini Tower,95.0,1
69.0,165.0,,,360.0,ATX Mid Tower,96.0,1
159.0,120.0,120.0,1,,Mini ITX Tower,-39.0,0
156.0,190.0,,,,EATX Mid Tower,34.0,1
63.0,180.0,,,,ATX Mid Tower,117.0,1
159.0,190.0,,,,Mini ITX Tower,31.0,1
158.0,70.0,,,,Mini ITX Tower,-88.0,0
88.0,190.0,,,,ATX Full Tower,102.0,1
163.0,170.0,,,,Micro ATX Mini Tower,7.0,1
60.0,166.0,,,360.0,Micro ATX Mini Tower,106.0,1
145.0,138.0,,,,HTPC,-7.0,0
155.0,150.0,,,,ATX Mid Tower,-5.0,0
93.0,47.0,,,,Micro ATX Desktop,-46.0,0
132.0,114.0,,,,Mini ITX Tower,-18.0,0
159.0,110.0,,,,Mini ITX Tower,-49.0,0
151.0,160.0,,,,ATX Mini Tower,9.0,1
137.0,88.2,,,,ATX Mid Tower,-48.8,0
60.0,180.0,120.0,3,360.0,ATX Mid Tower,120.0,1
70.0,178.0,,,360.0,ATX Mid Tower,108.0,1
162.0,70.0,,,,HTPC,-92.0,0
154.0,160.0,,,,ATX Mid Tower,6.0,1
150.0,165.0,,,,ATX Mid Tower,15.0,1
156.0,140.0,,,,Mini ITX Tower,-16.0,0
69.0,160.0,,,,ATX Mini Tower,91.0,1
162.0,155.0,,,,ATX Mid Tower,-7.0,0
163.0,160.0,,,,Micro ATX Mini Tower,-3.0,0
158.0,70.0,,,,HTPC,-88.0,0
52.0,170.0,,,360.0,ATX Mid Tower,118.0,1
159.0,155.0,,,,Micro ATX Mid Tower,-4.0,0
67.0,47.0,,,,Micro ATX Desktop,-20.0,0
157.0,180.0,,,,ATX Mid Tower,23.0,1
161.0,158.0,120.0,3,360.0,ATX Mid Tower,-3.0,0
153.0,70.0,,,,HTPC,-83.0,0
150.0,180.5,,,,EATX Mid Tower,30.5,1
155.0,70.0,,,,HTPC,-85.0,0
27.0,165.0,,,,ATX Mid Tower,138.0,1
158.0,70.0,,,,Mini ITX Tower,-88.0,0
155.0,146.0,,,,HTPC,-9.0,0
158.0,55.0,,,,Mini ITX Tower,-103.0,0
158.0,154.0,,,,Micro ATX Mid Tower,-4.0,0
68.0,155.0,,,,ATX Mid Tower,87.0,1
168.0,165.0,,,,ATX Mid Tower,-3.0,0
150.0,75.0,120.0,1,,Mini ITX Tower,-75.0,0
133.0,61.0,,,,Mini ITX Tower,-72.0,0
151.0,120.0,120.0,2,,Mini ITX Tower,-31.0,0
48.0,185.0,,,240.0,ATX Mid Tower,137.0,1
135.0,160.0,,,,ATX Mid Tower,25.0,1
158.0,70.0,,,,Mini ITX Tower,-88.0,0
160.0,162.0,,,,Micro ATX Mid Tower,2.0,1
155.0,61.0,,,,Mini ITX Tower,-94.0,0
165.0,165.0,,,,Micro ATX Mid Tower,0.0,1
161.0,160.0,,,,ATX Mid Tower,-1.0,0
169.0,160.0,,,,ATX Mid Tower,-9.0,0
154.0,170.0,,,,ATX Mid Tower,16.0,1
160.0,88.2,,,,ATX Mid Tower,-71.8,0
158.0,183.0,,,,ATX Mid Tower,25.0,1
160.0,210.0,,,,Mini ITX Tower,50.0,1
37.0,167.0,,,,ATX Mid Tower,130.0,1
148.0,175.0,,,,ATX Mid Tower,27.0,1
155.0,85.0,,,,Mini ITX Tower,-70.0,0
158.0,170.0,140.0,2,,ATX Mid Tower,12.0,1
163.0,150.0,,,,ATX Mid Tower,-13.0,0
155.0,68.0,,,,Mini ITX Tower,-87.0,0
86.4,185.0,120.0,3,360.0,ATX Mid Tower,98.6,1
158.0,155.0,,,,Micro ATX Mini Tower,-3.0,0
154.0,50.0,,,,Mini ITX Tower,-104.0,0
128.0,210.0,,,,Mini ITX Tower,82.0,1
